cc_number,crime_date_time,crime_code,description,inside_outside,weapon,post,gender,age,race,location,old_district,new_district,neighborhood,latitude,longitude,premise_type,total_incidents,year,month,hour,date,age_range,time_range,during_or_just_after_school,around_lunch,quarter,quarter_date
21l07544,2021-12-28T09:57:00Z,9,shooting,outside,firearm,622,male,45,black_or_african_american,3700 gwynn oak ave,northwest,n/a,howard park,39.333216,-76.694599,public area,1,2021,12,9,2021-12-28,35 to 50,morning,TRUE,FALSE,4,2021-12-31
22b02867,2022-02-10T00:00:00Z,9,shooting,outside,firearm,714,male,18,black_or_african_american,100 n smallwood st,western,n/a,penrose/fayette street outreach,39.289677,-76.65163,street,1,2022,2,0,2022-02-10,juvenile,early morning,FALSE,FALSE,1,2022-03-31
22b02712,2022-02-10T12:49:00Z,9,shooting,outside,firearm,133,male,22,black_or_african_american,2500 linden ave,central,n/a,reservoir hill,39.315237,-76.636212,street,1,2022,2,12,2022-02-10,18 to 25,early afternoon,TRUE,FALSE,1,2022-03-31
22a04929,2022-01-19T19:23:00Z,9,shooting,outside,firearm,913,male,25,black_or_african_american,3600 s hanover st,southern,n/a,brooklyn,39.237692,-76.610044,street,1,2022,1,19,2022-01-19,18 to 25,evening,FALSE,FALSE,1,2022-03-31
22a04924,2022-01-19T19:25:00Z,9,shooting,outside,firearm,333,male,27,black_or_african_american,2400 e monument st,eastern,n/a,milton-montford,39.298844,-76.583658,street,1,2022,1,19,2022-01-19,26 to 34,evening,FALSE,FALSE,1,2022-03-31
22a04941,2022-01-19T19:58:00Z,9,shooting,outside,firearm,735,male,29,black_or_african_american,2100 baker st,western,n/a,easterwood,39.306542,-76.651196,street,1,2022,1,19,2022-01-19,26 to 34,evening,FALSE,FALSE,1,2022-03-31
22a04962,2022-01-19T21:10:00Z,9,shooting,outside,firearm,913,male,31,white,3600 potee st,southern,n/a,brooklyn,39.251381,-76.614942,common business,1,2022,1,21,2022-01-19,26 to 34,night,FALSE,FALSE,1,2022-03-31
22a04929,2022-01-19T19:23:00Z,9,shooting,outside,firearm,913,male,25,black_or_african_american,3600 s hanover st,southern,n/a,brooklyn,39.237692,-76.610044,street,1,2022,1,19,2022-01-19,18 to 25,evening,FALSE,FALSE,1,2022-03-31
22c00534,2022-03-02T18:33:00Z,9,shooting,outside,firearm,811,male,32,black_or_african_american,1900 n dukeland st,southwest,n/a,walbrook,39.309286,-76.664095,street,1,2022,3,18,2022-03-02,26 to 34,evening,TRUE,FALSE,1,2022-03-31
22c00524,2022-03-02T19:22:00Z,9,shooting,outside,firearm,721,male,59,black_or_african_american,600 whitmore ave,western,n/a,rosemont homeowners/tenants,39.295131,-76.657969,street,1,2022,3,19,2022-03-02,51 to 74,evening,FALSE,FALSE,1,2022-03-31
22c00534,2022-03-02T18:33:00Z,9,shooting,outside,firearm,811,male,49,black_or_african_american,1900 n dukeland st,southwest,n/a,walbrook,39.309286,-76.664095,street,1,2022,3,18,2022-03-02,35 to 50,evening,TRUE,FALSE,1,2022-03-31
21l06625,2021-12-24T12:35:00Z,9,shooting,outside,firearm,722,female,19,black_or_african_american,1800 rayner ave,western,n/a,harlem park,39.296944,-76.64644,street,1,2021,12,12,2021-12-24,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21l06646,2021-12-24T15:23:00Z,9,shooting,outside,firearm,835,male,22,black_or_african_american,3300 w baltimore st,southwest,n/a,saint josephs,39.285862,-76.672393,street,1,2021,12,15,2021-12-24,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21k03235,2021-11-11T17:55:00Z,9,shooting,outside,firearm,614,male,53,black_or_african_american,5100 queensberry ave,northwest,n/a,central park heights,39.35056,-76.67238,street,1,2021,11,17,2021-11-11,51 to 74,evening,TRUE,FALSE,4,2021-12-31
21k03278,2021-11-11T20:59:00Z,9,shooting,outside,firearm,613,male,29,black_or_african_american,3600 manchester ave,northwest,n/a,central park heights,39.343355,-76.675967,street,1,2021,11,20,2021-11-11,26 to 34,night,FALSE,FALSE,4,2021-12-31
21k03235,2021-11-11T17:55:00Z,9,shooting,outside,firearm,614,male,21,black_or_african_american,5100 queensberry ave,northwest,n/a,central park heights,39.35056,-76.67238,street,1,2021,11,17,2021-11-11,18 to 25,evening,TRUE,FALSE,4,2021-12-31
21k03190,2021-11-11T15:07:00Z,9,shooting,outside,firearm,613,male,21,black_or_african_american,5000 beaufort ave,northwest,n/a,central park heights,39.345374,-76.677854,street,1,2021,11,15,2021-11-11,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21k03046,2021-11-11T01:30:00Z,9,shooting,outside,firearm,722,female,25,black_or_african_american,700 n monroe st,western,n/a,midtown-edmondson,39.29673886424638,-76.64755471926902,street,1,2021,11,1,2021-11-11,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
22c03658,2022-03-13T21:50:00Z,9,shooting,outside,firearm,442,male,22,black_or_african_american,4200 roberton ave,northeast,n/a,parkside,39.322975,-76.558599,street,1,2022,3,21,2022-03-13,18 to 25,night,FALSE,FALSE,1,2022-03-31
22c05090,2022-03-18T17:00:00Z,9,shooting,outside,firearm,613,female,29,black_or_african_american,4800 cordelia ave,northwest,n/a,langston hughes,39.342471,-76.678278,street,1,2022,3,17,2022-03-18,26 to 34,evening,TRUE,FALSE,1,2022-03-31
21k03235,2021-11-11T17:55:00Z,9,shooting,outside,firearm,614,female,23,black_or_african_american,5100 queensberry ave,northwest,n/a,central park heights,39.35056,-76.67238,street,1,2021,11,17,2021-11-11,18 to 25,evening,TRUE,FALSE,4,2021-12-31
22b02151,2022-02-08T14:06:00Z,9,shooting,outside,firearm,834,male,30,black_or_african_american,600 s smallwood st,southwest,n/a,carrollton ridge,39.280635,-76.650558,street,1,2022,2,14,2022-02-08,26 to 34,early afternoon,TRUE,FALSE,1,2022-03-31
22b02020,2022-02-08T05:14:00Z,9,shooting,outside,firearm,835,male,17,black_or_african_american,0 s franklintown rd,southwest,n/a,shipley hill,39.287012,-76.658649,street,1,2022,2,5,2022-02-08,juvenile,morning,FALSE,FALSE,1,2022-03-31
22b02263,2022-02-08T20:19:00Z,9,shooting,outside,firearm,332,male,15,black_or_african_american,3000 e federal st,eastern,n/a,berea,39.30945440078471,-76.575712219315193,alley,1,2022,2,20,2022-02-08,juvenile,night,FALSE,FALSE,1,2022-03-31
22b00475,2022-02-02T14:36:00Z,9,shooting,outside,firearm,932,male,30,black_or_african_american,1100 carroll st,southern,n/a,washington village/pigtown,39.285098,-76.640135,street,1,2022,2,14,2022-02-02,26 to 34,early afternoon,TRUE,FALSE,1,2022-03-31
22b00595,2022-02-02T22:13:21Z,9,shooting,outside,firearm,721,female,32,black_or_african_american,2800 edmondson ave,western,n/a,mosher,39.294408,-76.663391,street,1,2022,2,22,2022-02-02,26 to 34,night,FALSE,FALSE,1,2022-03-31
22a08271,2022-01-31T21:46:00Z,9,shooting,inside,firearm,912,male,53,black_or_african_american,3500 s hanover st,southern,n/a,brooklyn,39.238782,-76.609485,common business,1,2022,1,21,2022-01-31,51 to 74,night,FALSE,FALSE,1,2022-03-31
22a08271,2022-01-31T21:46:00Z,9,shooting,inside,firearm,912,male,26,black_or_african_american,3500 s hanover st,southern,n/a,brooklyn,39.238782,-76.609485,common business,1,2022,1,21,2022-01-31,26 to 34,night,FALSE,FALSE,1,2022-03-31
22a00026,2022-01-01T01:34:00Z,9,shooting,outside,firearm,815,male,16,black_or_african_american,3600 gelston dr,southwest,n/a,edgewood,39.296586,-76.677298,street,1,2022,1,1,2022-01-01,juvenile,early morning,FALSE,FALSE,1,2022-03-31
22a03173,2022-01-13T03:33:15Z,9,shooting,outside,firearm,314,male,49,black_or_african_american,1200 n eden st,eastern,n/a,oliver,39.304156,-76.599586,street,1,2022,1,3,2022-01-13,35 to 50,early morning,FALSE,FALSE,1,2022-03-31
22i04488,2022-09-14T21:19:00Z,9,shooting,outside,firearm,811,male,23,black_or_african_american,3000 w north ave,southwest,n/a,walbrook,39.30921652038763,-76.66898232503611,public housing,1,2022,9,21,2022-09-14,18 to 25,night,FALSE,FALSE,3,2022-09-30
22i04231,2022-09-14T07:39:00Z,9,shooting,outside,firearm,814,male,35,black_or_african_american,1300 poplar grove st,southwest,n/a,winchester,39.302177,-76.665418,alley,1,2022,9,7,2022-09-14,35 to 50,morning,TRUE,FALSE,3,2022-09-30
22i04459,2022-09-14T19:22:00Z,9,shooting,outside,firearm,713,male,44,black_or_african_american,800 n calhoun st,western,n/a,harlem park,39.297856555624826,-76.64014083854175,street,1,2022,9,19,2022-09-14,35 to 50,evening,FALSE,FALSE,3,2022-09-30
21k07096,2021-11-24T20:24:00Z,9,shooting,outside,firearm,224,male,19,black_or_african_american,400 n curley st,southeast,n/a,ellwood park/monument,39.296228,-76.575822,street,1,2021,11,20,2021-11-24,18 to 25,night,FALSE,FALSE,4,2021-12-31
21k07071,2021-11-24T19:30:00Z,9,shooting,outside,firearm,922,female,33,black_or_african_american,600 cherry hill rd,southern,n/a,cherry hill,39.246498,-76.627863,parking lot,1,2021,11,19,2021-11-24,26 to 34,evening,FALSE,FALSE,4,2021-12-31
22a00026,2022-01-01T01:34:00Z,9,shooting,outside,firearm,815,male,18,black_or_african_american,3600 gelston dr,southwest,n/a,edgewood,39.296586,-76.677298,street,1,2022,1,1,2022-01-01,juvenile,early morning,FALSE,FALSE,1,2022-03-31
22a00291,2022-01-01T21:50:00Z,9,shooting,outside,firearm,312,male,13,black_or_african_american,2000 n broadway,eastern,n/a,south clifton park,39.31376,-76.596826,parking lot,1,2022,1,21,2022-01-01,juvenile,night,FALSE,FALSE,1,2022-03-31
22i03830,2022-09-13T02:00:00Z,9,shooting,outside,firearm,831,male,22,white,2300 washington blvd,southwest,n/a,morrell park,39.269419,-76.649429,dwelling,1,2022,9,2,2022-09-13,18 to 25,early morning,FALSE,FALSE,3,2022-09-30
21l08464,2021-12-31T22:20:00Z,9,shooting,outside,firearm,922,male,21,black_or_african_american,3000 s hanover st,southern,n/a,middle branch/reedbird parks,39.251381,-76.614942,street,1,2021,12,22,2021-12-31,18 to 25,night,FALSE,FALSE,4,2021-12-31
21l08383,2021-12-31T17:08:00Z,9,shooting,outside,firearm,922,male,35,black_or_african_american,600 cherry hill rd,southern,n/a,cherry hill,39.250315,-76.62204,hospital,1,2021,12,17,2021-12-31,35 to 50,evening,TRUE,FALSE,4,2021-12-31
21k03747,2021-11-13T14:22:00Z,9,shooting,outside,firearm,123,male,21,black_or_african_american,1200 division st,central,n/a,upton,39.300756,-76.628965,street,1,2021,11,14,2021-11-13,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21k03752,2021-11-13T14:36:00Z,9,shooting,outside,firearm,433,male,37,asian,5000 e oliver st,northeast,n/a,armistead gardens,39.308501,-76.55688,street,1,2021,11,14,2021-11-13,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21k03663,2021-11-13T07:50:00Z,9,shooting,outside,firearm,633,male,51,black_or_african_american,3700 w belvedere ave,northwest,n/a,arlington,39.3463,-76.680403,parking lot,1,2021,11,7,2021-11-13,51 to 74,morning,TRUE,FALSE,4,2021-12-31
21l08257,2021-12-31T08:10:00Z,9,shooting,outside,firearm,731,male,23,black_or_african_american,2800 clifton ave,western,n/a,panway/braddish avenue,39.311378,-76.665129,alley,1,2021,12,8,2021-12-31,18 to 25,morning,TRUE,FALSE,4,2021-12-31
22c00534,2022-03-02T18:33:00Z,9,shooting,outside,firearm,811,male,40,black_or_african_american,1900 n dukeland st,southwest,n/a,walbrook,39.309286,-76.664095,street,1,2022,3,18,2022-03-02,35 to 50,evening,TRUE,FALSE,1,2022-03-31
21k07708,2021-11-27T01:00:00Z,9,shooting,outside,firearm,321,male,28,black_or_african_american,4600 belair rd,eastern,n/a,dunbar-broadway,39.295315,-76.591319,street,1,2021,11,1,2021-11-27,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
22c07070,2022-03-25T14:01:00Z,9,shooting,outside,firearm,411,male,60,black_or_african_american,2800 harford rd,northeast,n/a,coldstream homestead montebello,39.322327,-76.589527,dwelling,1,2022,3,14,2022-03-25,51 to 74,early afternoon,TRUE,FALSE,1,2022-03-31
22c07144,2022-03-25T18:08:00Z,9,shooting,inside,firearm,625,male,30,black_or_african_american,3600 w cold spring ln,northwest,n/a,ashburton,39.336008,-76.675628,street,1,2022,3,18,2022-03-25,26 to 34,evening,TRUE,FALSE,1,2022-03-31
22b02151,2022-02-08T14:06:00Z,9,shooting,outside,firearm,834,male,22,black_or_african_american,600 s smallwood st,southwest,n/a,carrollton ridge,39.280635,-76.650558,street,1,2022,2,14,2022-02-08,18 to 25,early afternoon,TRUE,FALSE,1,2022-03-31
22a03642,2022-01-14T19:21:00Z,9,shooting,outside,firearm,233,male,31,black_or_african_american,4800 o'donnell st,southeast,n/a,greektown,39.280997,-76.555193,public area,1,2022,1,19,2022-01-14,26 to 34,evening,FALSE,FALSE,1,2022-03-31
22a03633,2022-01-14T18:25:00Z,9,shooting,outside,firearm,423,male,26,black_or_african_american,2400 bridgehampton dr,northeast,n/a,hamilton hills,39.371101541444354,-76.56226228561235,parking lot,1,2022,1,18,2022-01-14,26 to 34,evening,TRUE,FALSE,1,2022-03-31
22a03466,2022-01-14T01:00:00Z,9,shooting,outside,firearm,233,male,26,black_or_african_american,4900 eastern ave,southeast,n/a,pulaski industrial area,39.287214,-76.554446,street,1,2022,1,1,2022-01-14,26 to 34,early morning,FALSE,FALSE,1,2022-03-31
22a03142,2022-01-12T23:02:00Z,9,shooting,outside,firearm,514,male,18,black_or_african_american,2200 n charles st,northern,n/a,old goucher,39.314348,-76.616829,hospital,1,2022,1,23,2022-01-12,juvenile,night,FALSE,FALSE,1,2022-03-31
22c07465,2022-03-26T18:18:31Z,9,shooting,outside,firearm,234,male,41,black_or_african_american,1700 dundalk ave,southeast,n/a,broening manor,39.274526,-76.53218,parking lot,1,2022,3,18,2022-03-26,35 to 50,evening,TRUE,FALSE,1,2022-03-31
21l02652,2021-12-10T03:13:00Z,9,shooting,outside,firearm,431,female,24,black_or_african_american,3100 elmora ave,northeast,n/a,four by four,39.340472,-76.582056,street,1,2021,12,3,2021-12-10,18 to 25,early morning,FALSE,FALSE,4,2021-12-31
21l02814,2021-12-10T17:52:00Z,9,shooting,outside,firearm,912,male,21,black_or_african_american,0 w patapsco ave,southern,n/a,brooklyn,39.238495,-76.609631,street,1,2021,12,17,2021-12-10,18 to 25,evening,TRUE,FALSE,4,2021-12-31
22b06512,2022-02-23T22:58:00Z,9,shooting,outside,firearm,724,male,18,black_or_african_american,1300 n calhoun st,western,n/a,sandtown-winchester,39.305301,-76.640564,street,1,2022,2,22,2022-02-23,juvenile,night,FALSE,FALSE,1,2022-03-31
22b06391,2022-02-23T13:00:00Z,9,shooting,outside,firearm,731,male,16,black_or_african_american,1800 w north ave,western,n/a,mondawmin,39.309939,-76.646581,street,1,2022,2,13,2022-02-23,juvenile,early afternoon,TRUE,FALSE,1,2022-03-31
22c08558,2022-03-30T17:38:00Z,9,shooting,outside,firearm,934,male,38,black_or_african_american,1900 christian st,southern,n/a,carrollton ridge,39.253245,-76.615512,public area,1,2022,3,17,2022-03-30,35 to 50,evening,TRUE,FALSE,1,2022-03-31
22c08450,2022-03-30T10:37:00Z,9,shooting,outside,firearm,323,male,34,black_or_african_american,900 n broadway,eastern,n/a,gay street,39.300547,-76.59461,street,1,2022,3,10,2022-03-30,26 to 34,morning,TRUE,FALSE,1,2022-03-31
21l03976,2021-12-14T18:52:00Z,9,shooting,outside,firearm,723,male,57,black_or_african_american,900 wheeler ave,western,n/a,bridgeview/greenlawn,39.298945,-76.655097,street,1,2021,12,18,2021-12-14,51 to 74,evening,TRUE,FALSE,4,2021-12-31
21j03881,2021-10-13T19:40:00Z,9,shooting,outside,firearm,532,male,33,black_or_african_american,2400 w belvedere ave,northern,n/a,levindale,39.35452,-76.662308,public area,1,2021,10,19,2021-10-13,26 to 34,evening,FALSE,FALSE,4,2021-12-31
21j03632,2021-10-13T05:17:00Z,9,shooting,outside,firearm,311,male,41,black_or_african_american,2400 brentwood ave,eastern,n/a,barclay,39.316340173877094,-76.61057636089424,street,1,2021,10,5,2021-10-13,35 to 50,morning,FALSE,FALSE,4,2021-12-31
22a02030,2022-01-08T21:01:00Z,9,shooting,outside,firearm,123,male,22,black_or_african_american,500 w hoffman st,central,n/a,upton,39.300376041098005,-76.62665279329862,street,1,2022,1,21,2022-01-08,18 to 25,night,FALSE,FALSE,1,2022-03-31
22a07458,2022-01-28T18:42:00Z,9,shooting,outside,firearm,831,male,39,white,1900 grinnalds ave,southwest,n/a,morrell park,39.267434,-76.651521,public area,1,2022,1,18,2022-01-28,35 to 50,evening,TRUE,FALSE,1,2022-03-31
22a07282,2022-01-28T06:52:00Z,9,shooting,outside,firearm,835,male,29,black_or_african_american,2500 mchenry st,southwest,n/a,shipley hill,39.284206,-76.654345,street,1,2022,1,6,2022-01-28,26 to 34,morning,FALSE,FALSE,1,2022-03-31
22a07568,2022-01-29T04:34:00Z,9,shooting,outside,firearm,312,male,24,black_or_african_american,2100 aiken st,eastern,n/a,east baltimore midway,39.314492,-76.600089,street,1,2022,1,4,2022-01-29,18 to 25,morning,FALSE,FALSE,1,2022-03-31
22a05959,2022-01-23T14:15:00Z,9,shooting,outside,firearm,531,female,17,black_or_african_american,1400 union ave,northern,n/a,hampden,39.3325496755253,-76.63912683975654,parking lot,1,2022,1,14,2022-01-23,juvenile,early afternoon,TRUE,FALSE,1,2022-03-31
22a05847,2022-01-23T02:32:00Z,9,shooting,outside,firearm,332,male,29,black_or_african_american,1400 n lakewood ave,eastern,n/a,berea,39.307051,-76.580048,street,1,2022,1,2,2022-01-23,26 to 34,early morning,FALSE,FALSE,1,2022-03-31
22a05959,2022-01-23T14:15:00Z,9,shooting,outside,firearm,531,female,24,black_or_african_american,1400 union ave,northern,n/a,hampden,39.3325496755253,-76.63912683975654,parking lot,1,2022,1,14,2022-01-23,18 to 25,early afternoon,TRUE,FALSE,1,2022-03-31
22a06038,2022-01-23T19:30:00Z,9,shooting,outside,firearm,923,male,23,black_or_african_american,2900 mallview rd,southern,n/a,lakeland,39.252745,-76.641246,alley,1,2022,1,19,2022-01-23,18 to 25,evening,FALSE,FALSE,1,2022-03-31
21l07035,2021-12-26T09:35:00Z,9,shooting,outside,firearm,311,female,22,black_or_african_american,2400 greenmount ave,eastern,n/a,barclay,39.316299,-76.60955,street,1,2021,12,9,2021-12-26,18 to 25,morning,TRUE,FALSE,4,2021-12-31
21j06714,2021-10-23T02:00:00Z,9,shooting,outside,firearm,823,male,60,black_or_african_american,4600 pen lucy rd,southwest,n/a,ten hills,39.273775,-76.671529,vehicle,1,2021,10,2,2021-10-23,51 to 74,early morning,FALSE,FALSE,4,2021-12-31
21j06883,2021-10-23T18:40:00Z,9,shooting,outside,firearm,421,male,18,black_or_african_american,2300 argonne dr,northeast,n/a,montebello,39.339736,-76.578975,parking lot,1,2021,10,18,2021-10-23,juvenile,evening,TRUE,FALSE,4,2021-12-31
21l07190,2021-12-26T23:13:00Z,9,shooting,outside,firearm,622,male,23,black_or_african_american,5700 wabash ave,northwest,n/a,seton business park,39.344483,-76.685601,parking lot,1,2021,12,23,2021-12-26,18 to 25,night,FALSE,FALSE,4,2021-12-31
21l07190,2021-12-26T23:13:00Z,9,shooting,outside,firearm,622,male,24,black_or_african_american,5700 wabash ave,northwest,n/a,seton business park,39.344483,-76.685601,parking lot,1,2021,12,23,2021-12-26,18 to 25,night,FALSE,FALSE,4,2021-12-31
21l07059,2021-12-26T12:00:00Z,9,shooting,outside,firearm,912,male,36,black_or_african_american,900 e patapsco ave,southern,n/a,fairfield area,39.234909,-76.597586,street,1,2021,12,12,2021-12-26,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21l07164,2021-12-26T20:30:00Z,9,shooting,outside,firearm,632,male,17,white,3700 midheights rd,northwest,n/a,glen,39.359826,-76.700639,street,1,2021,12,20,2021-12-26,juvenile,night,FALSE,FALSE,4,2021-12-31
21l07087,2021-12-26T14:16:00Z,9,shooting,outside,firearm,114,male,28,black_or_african_american,0 n eutaw st,central,n/a,downtown,39.289895,-76.620879,street,1,2021,12,14,2021-12-26,26 to 34,early afternoon,TRUE,FALSE,4,2021-12-31
21l01324,2021-12-05T15:45:00Z,9,shooting,outside,firearm,221,male,22,black_or_african_american,200 n rose st,southeast,n/a,mcelderry park,39.294496,-76.58139,street,1,2021,12,15,2021-12-05,18 to 25,after school,TRUE,FALSE,4,2021-12-31
21l01327,2021-12-05T15:50:00Z,9,shooting,inside,firearm,411,male,27,black_or_african_american,1400 homestead st,northeast,n/a,coldstream homestead montebello,39.323276,-76.599266,dwelling,1,2021,12,15,2021-12-05,26 to 34,after school,TRUE,FALSE,4,2021-12-31
21l01295,2021-12-05T12:38:00Z,9,shooting,outside,firearm,732,male,37,black_or_african_american,2900 parkwood ave,western,n/a,parkview/woodbrook,39.315772,-76.646849,street,1,2021,12,12,2021-12-05,35 to 50,early afternoon,TRUE,FALSE,4,2021-12-31
21k07379,2021-11-25T22:50:00Z,9,shooting,outside,firearm,734,male,35,black_or_african_american,1600 presbury st,western,n/a,sandtown-winchester,39.308075518705174,-76.64432211491136,street,1,2021,11,22,2021-11-25,35 to 50,night,FALSE,FALSE,4,2021-12-31
21k07270,2021-11-25T14:10:00Z,9,shooting,outside,firearm,413,male,18,black_or_african_american,1200 glenwood ave,northeast,n/a,new northwood,39.352413,-76.597864,alley,1,2021,11,14,2021-11-25,juvenile,early afternoon,TRUE,FALSE,4,2021-12-31
21k07194,2021-11-25T05:03:00Z,9,shooting,outside,firearm,712,male,42,black_or_african_american,100 n schroeder st,western,n/a,poppleton,39.290929,-76.633976,street,1,2021,11,5,2021-11-25,35 to 50,morning,FALSE,FALSE,4,2021-12-31
21l01322,2021-12-05T14:50:00Z,9,shooting,outside,firearm,721,male,31,black_or_african_american,600 n dukeland st,western,n/a,mosher,39.288377,-76.623714,public area,1,2021,12,14,2021-12-05,26 to 34,early afternoon,TRUE,FALSE,4,2021-12-31
21k05899,2021-11-20T20:52:00Z,9,shooting,outside,firearm,935,male,57,black_or_african_american,1700 cole st,southern,n/a,new southwest/mount clare,39.28220356942256,-76.64350996274084,public area,1,2021,11,20,2021-11-20,51 to 74,night,FALSE,FALSE,4,2021-12-31
22b02567,2022-02-09T19:27:58Z,9,shooting,outside,firearm,632,female,21,white,6000 wallis ave,northwest,n/a,glen,39.288377,-76.623714,street,1,2022,2,19,2022-02-09,18 to 25,evening,FALSE,FALSE,1,2022-03-31
22b00632,2022-02-03T01:35:00Z,9,shooting,outside,firearm,912,male,29,black_or_african_american,3600 potee st,southern,n/a,brooklyn,39.238883,-76.610829,street,1,2022,2,1,2022-02-03,26 to 34,early morning,FALSE,FALSE,1,2022-03-31
22b01701,2022-02-06T00:25:00Z,9,shooting,inside,firearm,532,male,48,black_or_african_american,2800 rosalind ave,northern,n/a,cylburn,39.345969,-76.662518,dwelling,1,2022,2,0,2022-02-06,35 to 50,early morning,FALSE,FALSE,1,2022-03-31
21j00992,2021-10-04T13:10:00Z,9,shooting,outside,firearm,721,male,19,black_or_african_american,2700 edmondson ave,western,n/a,mosher,39.294597,-76.661466,street,1,2021,10,13,2021-10-04,18 to 25,early afternoon,TRUE,FALSE,4,2021-12-31
21j00882,2021-10-04T01:30:00Z,9,shooting,outside,firearm,231,male,27,black_or_african_american,4700 boston st,southeast,n/a,canton industrial area,39.297371,-76.59089,street,1,2021,10,1,2021-10-04,26 to 34,early morning,FALSE,FALSE,4,2021-12-31
21k04994,2021-11-17T21:06:00Z,9,shooting,outside,firearm,333,male,25,black_or_african_american,900 n kenwood ave,eastern,n/a,madison-eastend,39.30144824610713,-76.57841026440633,vacant dwelling,1,2021,11,21,2021-11-17,18 to 25,night,FALSE,FALSE,4,2021-12-31
21h06329,2021-08-23T11:41:20Z,9,shooting,outside,firearm,922,male,36,black_or_african_american,3000 s hanover st,southern,n/a,middle branch/reedbird parks,39.251862270409745,-76.61520212933605,hospital,1,2021,8,11,2021-08-23,35 to 50,morning,TRUE,FALSE,3,2021-09-30
21i02101,2021-09-07T20:00:00Z,9,shooting,outside,firearm,832,male,30,black_or_african_american,900 s caton ave,southwest,n/a,violetville,39.273775,-76.671529,hospital,1,2021,9,20,2021-09-07,26 to 34,night,FALSE,FALSE,3,2021-09-30
21l02313,2021-12-08T19:00:00Z,9,shooting,outside,firearm,821,male,29,black_or_african_american,400 fonthill av,southwest,n/a,franklintown,39.288377,-76.623714,street,1,2021,12,19,2021-12-08,26 to 34,evening,FALSE,FALSE,4,2021-12-31
21l04860,2021-12-17T19:49:33Z,9,shooting,outside,firearm,733,male,35,white,1200 w north ave,western,n/a,penn north,39.31035,-76.637047,dwelling,1,2021,12,19,2021-12-17,35 to 50,evening,FALSE,FALSE,4,2021-12-31
21l04895,2021-12-17T21:00:00Z,9,shooting,outside,firearm,711,male,17,black_or_african_american,1300 w saratoga st,western,n/a,franklin square,39.292326,-76.638413,street,1,2021,12,21,2021-12-17,juvenile,night,FALSE,FALSE,4,2021-12-31
21l04673,2021-12-17T05:00:00Z,9,shooting,outside,firearm,721,male,34,black_or_african_american,2800 edmondson ave,western,n/a,mosher,39.299301,-76.620709,street,1,2021,12,5,2021-12-17,26 to 34,morning,FALSE,FALSE,4,2021-12-31
21l04754,2021-12-17T11:55:00Z,9,shooting,outside,firearm,331,male,32,black_or_african_american,1800 n castle st,eastern,n/a,broadway east,39.310938,-76.589428,street,1,2021,12,11,2021-12-17,26 to 34,morning,TRUE,FALSE,4,2021-12-31
21l04860,2021-12-17T19:49:33Z,9,shooting,outside,firearm,733,male,38,black_or_african_american,1200 w north ave,western,n/a,penn north,39.31035,-76.637047,dwelling,1,2021,12,19,2021-12-17,35 to 50,evening,FALSE,FALSE,4,2021-12-31
22c08450,2022-03-30T10:37:00Z,9,shooting,outside,firearm,323,male,37,black_or_african_american,900 n broadway,eastern,n/a,gay street,39.300547,-76.59461,street,1,2022,3,10,2022-03-30,35 to 50,morning,TRUE,FALSE,1,2022-03-31
22c08617,2022-03-30T21:23:00Z,9,shooting,outside,firearm,831,male,30,black_or_african_american,2500 washington blvd,southwest,n/a,morrell park,39.26697064920653,-76.6525637019279,alley,1,2022,3,21,2022-03-30,26 to 34,night,FALSE,FALSE,1,2022-03-31
22c08450,2022-03-30T10:37:00Z,9,shooting,outside,firearm,323,female,32,black_or_african_american,900 n broadway,eastern,n/a,gay street,39.300547,-76.59461,street,1,2022,3,10,2022-03-30,26 to 34,morning,TRUE,FALSE,1,2022-03-31
22c08632,2022-03-30T22:38:00Z,9,shooting,outside,firearm,424,female,41,black_or_african_american,2800 pinewood ave,northeast,n/a,westfield,39.363289,-76.558134,dwelling,1,2022,3,22,2022-03-30,35 to 50,night,FALSE,FALSE,1,2022-03-31
22c07692,2022-03-27T16:37:00Z,9,shooting,outside,firearm,331,male,40,black_or_african_american,2300 e biddle st,eastern,n/a,broadway east,39.304597,-76.585415,street,1,2022,3,16,2022-03-27,35 to 50,after school,TRUE,FALSE,1,2022-03-31
22c04133,2022-03-15T15:13:00Z,9,shooting,inside,firearm,321,male,18,black_or_african_american,400 n central ave,eastern,n/a,dunbar-broadway,39.29488,-76.599678,public school,1,2022,3,15,2022-03-15,juvenile,after school,TRUE,FALSE,1,2022-03-31
22c06013,2022-03-22T23:56:19Z,9,shooting,outside,firearm,432,male,21,black_or_african_american,2800 clifton park terr,northeast,n/a,belair-edison,39.322659,-76.576962,street,1,2022,3,23,2022-03-22,18 to 25,night,FALSE,FALSE,1,2022-03-31
